💫央视频道,#genre#
埋堆堆9,http://43.128.40.42:198/%E8%99%8E%E7%89%99%E7%9B%B4%E6%92%AD/huya.php?id=23734183
埋堆堆10,http://43.128.40.42:198/%E8%99%8E%E7%89%99%E7%9B%B4%E6%92%AD/huya.php?id=23749068
埋堆堆11,http://43.128.40.42:198/%E8%99%8E%E7%89%99%E7%9B%B4%E6%92%AD/huya.php?id=23865036
埋堆堆12,http://43.128.40.42:198/%E8%99%8E%E7%89%99%E7%9B%B4%E6%92%AD/huya.php?id=23734176
埋堆堆13,http://43.128.40.42:198/%E8%99%8E%E7%89%99%E7%9B%B4%E6%92%AD/huya.php?id=23734246
埋堆堆14,http://43.128.40.42:198/%E8%99%8E%E7%89%99%E7%9B%B4%E6%92%AD/huya.php?id=23865179
埋堆堆15,http://43.128.40.42:198/%E8%99%8E%E7%89%99%E7%9B%B4%E6%92%AD/huya.php?id=23734211
埋堆堆16,http://43.128.40.42:198/%E8%99%8E%E7%89%99%E7%9B%B4%E6%92%AD/huya.php?id=23863796
埋堆堆17,http://43.128.40.42:198/%E8%99%8E%E7%89%99%E7%9B%B4%E6%92%AD/huya.php?id=23749083
埋堆堆18,http://43.128.40.42:198/%E8%99%8E%E7%89%99%E7%9B%B4%E6%92%AD/huya.php?id=23746486
埋堆堆19,http://43.128.40.42:198/%E8%99%8E%E7%89%99%E7%9B%B4%E6%92%AD/huya.php?id=23860049
埋堆堆20,http://43.128.40.42:198/%E8%99%8E%E7%89%99%E7%9B%B4%E6%92%AD/huya.php?id=23863778
埋堆堆21,http://43.128.40.42:198/%E8%99%8E%E7%89%99%E7%9B%B4%E6%92%AD/huya.php?id=23824164
埋堆堆22,http://43.128.40.42:198/%E8%99%8E%E7%89%99%E7%9B%B4%E6%92%AD/huya.php?id=23863804
埋堆堆23,http://43.128.40.42:198/%E8%99%8E%E7%89%99%E7%9B%B4%E6%92%AD/huya.php?id=23863787
埋堆堆24,http://43.128.40.42:198/%E8%99%8E%E7%89%99%E7%9B%B4%E6%92%AD/huya.php?id=23903183
埋堆堆25,http://43.128.40.42:198/%E8%99%8E%E7%89%99%E7%9B%B4%E6%92%AD/huya.php?id=23829447
埋堆堆26,http://43.128.40.42:198/%E8%99%8E%E7%89%99%E7%9B%B4%E6%92%AD/huya.php?id=23903130
埋堆堆27,http://43.128.40.42:198/%E8%99%8E%E7%89%99%E7%9B%B4%E6%92%AD/huya.php?id=23734169
埋堆堆28,http://43.128.40.42:198/%E8%99%8E%E7%89%99%E7%9B%B4%E6%92%AD/huya.php?id=23728674
埋堆堆29,http://43.128.40.42:198/%E8%99%8E%E7%89%99%E7%9B%B4%E6%92%AD/huya.php?id=23863818
埋堆堆1,http://43.128.40.42:198/虎牙直播/huya.php?id=23749096
埋堆堆2,http://43.128.40.42:198/虎牙直播/huya.php?id=23735126
埋堆堆3,http://43.128.40.42:198/虎牙直播/huya.php?id=23865152
埋堆堆4,http://43.128.40.42:198/虎牙直播/huya.php?id=23903196
埋堆堆5,http://43.128.40.42:198/虎牙直播/huya.php?id=23740156
埋堆堆6,http://43.128.40.42:198/虎牙直播/huya.php?id=23728660
埋堆堆7,http://43.128.40.42:198/虎牙直播/huya.php?id=23735153
埋堆堆8,http://43.128.40.42:198/虎牙直播/huya.php?id=23865058
埋堆堆9,http://43.128.40.42:198/虎牙直播/huya.php?id=23734183
埋堆堆10,http://43.128.40.42:198/虎牙直播/huya.php?id=23749068
埋堆堆11,http://43.128.40.42:198/虎牙直播/huya.php?id=23865036
埋堆堆12,http://43.128.40.42:198/虎牙直播/huya.php?id=23740162
埋堆堆13,http://43.128.40.42:198/虎牙直播/huya.php?id=23829474
埋堆堆14,http://43.128.40.42:198/虎牙直播/huya.php?id=23863833
埋堆堆15,http://43.128.40.42:198/虎牙直播/huya.php?id=23903106
埋堆堆16,http://43.128.40.42:198/虎牙直播/huya.php?id=23865025
埋堆堆17,http://43.128.40.42:198/虎牙直播/huya.php?id=23728689
埋堆堆18,http://43.128.40.42:198/虎牙直播/huya.php?id=23824171
埋堆堆19,http://43.128.40.42:198/虎牙直播/huya.php?id=23860057
埋堆堆20,http://43.128.40.42:198/虎牙直播/huya.php?id=23865072
埋堆堆21,http://43.128.40.42:198/虎牙直播/huya.php?id=23734176
埋堆堆22,http://43.128.40.42:198/虎牙直播/huya.php?id=23728651
埋堆堆23,http://43.128.40.42:198/虎牙直播/huya.php?id=23734246
埋堆堆24,http://43.128.40.42:198/虎牙直播/huya.php?id=23865179
埋堆堆25,http://43.128.40.42:198/虎牙直播/huya.php?id=23734196
埋堆堆26,http://43.128.40.42:198/虎牙直播/huya.php?id=23734211
埋堆堆27,http://43.128.40.42:198/虎牙直播/huya.php?id=23865086
埋堆堆28,http://43.128.40.42:198/虎牙直播/huya.php?id=23863796
埋堆堆29,http://43.128.40.42:198/虎牙直播/huya.php?id=23863822
埋堆堆30,http://43.128.40.42:198/虎牙直播/huya.php?id=23749083
埋堆堆31,http://43.128.40.42:198/虎牙直播/huya.php?id=23734243
埋堆堆32,http://43.128.40.42:198/虎牙直播/huya.php?id=23864480
埋堆堆33,http://43.128.40.42:198/虎牙直播/huya.php?id=23746486
埋堆堆34,http://43.128.40.42:198/虎牙直播/huya.php?id=23860049
埋堆堆35,http://43.128.40.42:198/虎牙直播/huya.php?id=23749074
埋堆堆36,http://43.128.40.42:198/虎牙直播/huya.php?id=23863882
埋堆堆37,http://43.128.40.42:198/虎牙直播/huya.php?id=23863778
埋堆堆38,http://43.128.40.42:198/虎牙直播/huya.php?id=23824164
埋堆堆39,http://43.128.40.42:198/虎牙直播/huya.php?id=23829537
埋堆堆40,http://43.128.40.42:198/虎牙直播/huya.php?id=23863809
埋堆堆41,http://43.128.40.42:198/虎牙直播/huya.php?id=23865096
埋堆堆42,http://43.128.40.42:198/虎牙直播/huya.php?id=23863804
埋堆堆43,http://43.128.40.42:198/虎牙直播/huya.php?id=23728630
埋堆堆44,http://43.128.40.42:198/虎牙直播/huya.php?id=23863895
埋堆堆45,http://43.128.40.42:198/虎牙直播/huya.php?id=23863787
埋堆堆46,http://43.128.40.42:198/虎牙直播/huya.php?id=23728637
埋堆堆47,http://43.128.40.42:198/虎牙直播/huya.php?id=23865142
埋堆堆48,http://43.128.40.42:198/虎牙直播/huya.php?id=23903085
埋堆堆49,http://43.128.40.42:198/虎牙直播/huya.php?id=23903183
埋堆堆50,http://43.128.40.42:198/虎牙直播/huya.php?id=23728647
埋堆堆51,http://43.128.40.42:198/虎牙直播/huya.php?id=23746691
埋堆堆52,http://43.128.40.42:198/虎牙直播/huya.php?id=23829447
埋堆堆53,http://43.128.40.42:198/虎牙直播/huya.php?id=23728693
埋堆堆54,http://43.128.40.42:198/虎牙直播/huya.php?id=23903130
埋堆堆55,http://43.128.40.42:198/虎牙直播/huya.php?id=23734223
埋堆堆56,http://43.128.40.42:198/虎牙直播/huya.php?id=23734169
埋堆堆57,http://43.128.40.42:198/虎牙直播/huya.php?id=23865124
埋堆堆58,http://43.128.40.42:198/虎牙直播/huya.php?id=23865186
埋堆堆59,http://43.128.40.42:198/虎牙直播/huya.php?id=23902225
埋堆堆60,http://43.128.40.42:198/虎牙直播/huya.php?id=23903164
埋堆堆61,http://43.128.40.42:198/虎牙直播/huya.php?id=23728674
埋堆堆62,http://43.128.40.42:198/虎牙直播/huya.php?id=23863818
埋堆堆62,http://43.128.40.42:198/虎牙直播/huya.php?id=23863818



爱奇艺,#genre#
抗战剧场,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_163_600_t10/c54_lb_163_600_t10.m3u8
国剧修复,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c53_lb_77_720P_t10/c53_lb_77_720P_t10.m3u8?key
老剧剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c52_lb_92_600_t10/c52_lb_92_600_t10.m3u8?key
华语院线,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_114_600_t10/c51_lb_114_600_t10.m3u8?key
古装剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c54_lb_174_600_t10/c54_lb_174_600_t10.m3u8?key
院线电影,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c52_lb_64_720P_t10/c52_lb_64_720P_t10.m3u8?key
高分电影,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_112_600_t10/c51_lb_112_600_t10.m3u8?key
票房冠军,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_184_600_t10/c56_lb_184_600_t10.m3u8?key
日韩院线,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c53_lb_62_600_t10/c53_lb_62_600_t10.m3u8?key
经典港片,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_110_600_t10/c51_lb_110_600_t10.m3u8?key
电影大片,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_183_600_t10/c56_lb_183_600_t10.m3u8?key
温情影院,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_113_600_t10/c51_lb_113_600_t10.m3u8?key
惊悚午夜,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_115_600_t10/c51_lb_115_600_t10.m3u8?key
粤语原声,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_185_600_t10/c56_lb_185_600_t10.m3u8?key
动画电影,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_118_600_t10/c51_lb_118_600_t10.m3u8?key
历史秘闻,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c57_lb_236_600_t10/c57_lb_236_600_t10.m3u8?key
军事观察,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c57_lb_239_720P_t10/c57_lb_239_720P_t10.m3u8?key
经典纪实,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_220_600_t10/c56_lb_220_600_t10.m3u8?key
科学探索,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_108_720P_t10/c51_lb_108_720P_t10.m3u8?key
自然地理,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c52_lb_81_600_t10/c52_lb_81_600_t10.m3u8?key
央视大剧,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c54_lb_90_600_t10/c54_lb_90_600_t10.m3u8?key
家庭剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c55_lb_158_600_t10/c55_lb_158_600_t10.m3u8?key
收视冠军,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_230_720P_t10/c56_lb_230_720P_t10.m3u8?key
老年剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_179_600_t10/c56_lb_179_600_t10.m3u8?key
仙侠玄幻,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c55_lb_148_600_t10/c55_lb_148_600_t10.m3u8?key
经典重温,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c55_lb_137_600_t10/c55_lb_137_600_t10.m3u8?key
婚姻剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_219_600_t10/c56_lb_219_600_t10.m3u8?key
情景喜剧,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c55_lb_145_600_t10/c55_lb_145_600_t10.m3u8?key
热播剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c57_lb_212_600_t10/c57_lb_212_600_t10.m3u8?key
年代剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c54_lb_171_300_t10/c54_lb_171_300_t10.m3u8?key
抗战剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c54_lb_163_600_t10/c54_lb_163_600_t10.m3u8?key
宫庭正剧,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c54_lb_152_600_t10/c54_lb_152_600_t10.m3u8?key
怀旧剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_109_600_t10/c51_lb_109_600_t10.m3u8?key
军旅剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c55_lb_144_600_t10/c55_lb_144_600_t10.m3u8?key
权谋剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c55_lb_167_600_t10/c55_lb_167_600_t10.m3u8?key
谍战剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c57_lb_216_600_t10/c57_lb_216_600_t10.m3u8?key
青春剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c55_lb_147_720P_t10/c55_lb_147_720P_t10.m3u8?key
人文社会,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_243_600_t10/c56_lb_243_600_t10.m3u8?key
我的祖国,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c53_lb_72_720P_t10/c53_lb_72_720P_t10.m3u8?key
高清综艺,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c52_lb_75_720P_t10/c52_lb_75_720P_t10.m3u8?key
爱奇艺兔小贝,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c54_lb_136_720P_t10/c54_lb_136_720P_t10.m3u8?key
爱奇艺兔小贝,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c54_lb_136_720P_t10/c54_lb_136_720P_t10.m3u8?key
爱奇艺兔小贝,http://lvbaiducdncmn.inter.ptqy.gitv.tv/tslive/c54_lb_136_720P_t10/c54_lb_136_720P_t10.m3u8?key
爱奇艺兔小贝,http://ib302.zjcdn.com/baiducdncmn3.inter.iqiyi.com/tslive/c54_lb_136_720P_t10/c54_lb_136_720P_t10.m3u8?key
爱奇艺兔小贝,http://baiducdncmn2.inter.iqiyi.com/tslive/c54_lb_136_720P_t10/c54_lb_136_720P_t10.m3u8?key
爱奇艺兔小贝,http://bdcdncmn3.inter.71edge.com/tslive/c54_lb_136_720P_t10/c54_lb_136_720P_t10.m3u8?key
爱奇艺兔小贝,http://118.26.120.33:55336/tslive/c54_lb_136_720P_t10/c54_lb_136_720P_t10.m3u8
爱奇艺小猪佩奇,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8?key=08b3f8f3a31f12001f96a0f53163b0596
爱奇艺小猪佩奇,http://118.26.120.33:55336/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8
爱奇艺玩具,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c54_lb_175_600_t10/c54_lb_175_600_t10.m3u8?key
爱奇艺亲子,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c57_lb_213_600_t10/c57_lb_213_600_t10.m3u8?key
爱奇艺亲子,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c57_lb_213_600_t10/c57_lb_213_600_t10.m3u8?key
爱奇艺宝宝课堂,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c57_lb_225_600_t10/c57_lb_225_600_t10.m3u8?key
爱奇艺宝宝课堂,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c57_lb_225_600_t10/c57_lb_225_600_t10.m3u8?key
爱奇艺贝瓦儿歌,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_188_600_t10/c56_lb_188_600_t10.m3u8?key
爱奇艺贝瓦儿歌,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c56_lb_188_600_t10/c56_lb_188_600_t10.m3u8?key
爱奇艺宝宝巴士,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c55_lb_153_720P_t10/c55_lb_153_720P_t10.m3u8?key
爱奇艺宝宝巴士,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c55_lb_153_720P_t10/c55_lb_153_720P_t10.m3u8?key
爱奇艺儿歌大全,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c57_lb_242_600_t10/c57_lb_242_600_t10.m3u8?key

港澳台弯,#genre#
民视,P2p://135.148.104.228:19806/645d085e0005113d6d3d8ef25af73081
人间卫视,P2p://135.148.104.228:19806/bd9d0263e82a49d0b8312481c45df967
台视,P2p://135.148.104.228:19806/6458c4430009f8ea5c9386c26efc600e
大爱,P2p://135.148.104.228:19806/f7a978e8d6d843d7a9bdd457d5d6910c
CNN,P2p://135.148.104.228:19806/3745a94cbe904b9480d19a1b5dfc6275
中视,P2p://135.148.104.228:19806/f1f4f77c21e2470e9c29111c9370bf08
霹雳台湾台,P2p://135.148.104.228:19806/80c8f58fc21942e3ad01345739d3094f
华视,P2p://135.148.104.228:19806/4ce3296b98794b2ca8e1f040657e327b
公视,P2p://135.148.104.228:19806/882cb7ba11384ac2874452400d6d0020
好消息,P2p://135.148.104.228:19806/597bec9089c341b3a0ae964e7dc3d3a1
原住民电视台,P2p://135.148.104.228:19806/9d6324a6b7b142f082270bb4c6cc4e6a
客家电视台,P2p://135.148.104.228:19806/4e013b4f51924d289c248b45b4d74f58
国家地理频道,P2p://135.148.104.228:19806/f2a7763353c242b788b34f33aa478527
探索频道,P2p://135.148.104.228:19806/7f6d6983b5cd47339d993860bc8f00e9
TLC旅游生活,P2p://135.148.104.228:19806/bc6c20458c4c422b9297dbfd25f12f67
动物星球,P2p://135.148.104.228:19806/14fd9d119d4b4f0391652fa16930fbe2
CN卡通频道,P2p://135.148.104.228:19806/644d1cd900092e062f0d85a601dc3f82
MOMO亲子台,P2p://135.148.104.228:19806/644d1f0f0001f7782f1626c159ce4396
东森幼幼台,P2p://135.148.104.228:19806/23305327c764422e9747ab09a6edee43
纬来综合台,P2p://135.148.104.228:19806/981e6dbbc3e34265817d09731e3db241
八大第一台,P2p://135.148.104.228:19806/1217464bff6c46d180ff30cb4cff310f
八大综合台,P2p://135.148.104.228:19806/7f8ed6b6d4234d93ac0b4b6b506ee360
三立台湾台,P2p://135.148.104.228:19806/644a3b5f0005cbe923ccc03b21bd7a36
三立都会台,P2p://135.148.104.228:19806/f9f1b6bc8bd943f09b7a17bc481294da
东森综合台,P2p://135.148.104.228:19806/88fe82e39e1b409294c51f5b346de0e1
超视,P2p://135.148.104.228:19806/a1a5f1b22da74d458bf6cfff8c190c6f
中天综合台,P2p://135.148.104.228:19806/6458c64d00033f105c9b7c1c35097dec
中天娱乐台,P2p://135.148.104.228:19806/97163a966a4a49ac888dbd606b965cf4
东森戏剧台,P2p://135.148.104.228:19806/d447dc4d5ddf4417941b271bf5da4263
八大戏剧台,P2p://135.148.104.228:19806/844bfa9150ac49c09bbae657b7545df9
TVBS欢乐台,P2p://135.148.104.228:19806/645c744e0000479b6afb2f39254b3e96
纬来戏剧台,P2p://135.148.104.228:19806/65109e8fc60e4ebab7a61706f46093b0
高点综合台,P2p://135.148.104.228:19806/d05d3a06c9ec4c4fb9bdb0f9e09127bf
BBC World News,P2p://135.148.104.228:19806/4500941de27f434cae09553a1f0ed4d1
Al Jazeera English,P2p://135.148.104.228:19806/03bc1638cc9f4efe9dde7bf6a456bb5b
CNBC,P2p://135.148.104.228:19806/8603e70bd41c4e4a9368407a8a4debdd
Bloomberg TV,P2p://135.148.104.228:19806/fbf63c9e85084cf98b7e39d2cd178608
HITS,P2p://135.148.104.228:19806/be8e6fe7ffd343edb7bec5d01de30204
壹电视新闻台,P2p://135.148.104.228:19806/6448e5fd0004b44d1e97391d4d2c0333
年代新闻,P2p://135.148.104.228:19806/64548033000a719c4be99d8434f175bc
东森新闻台,P2p://135.148.104.228:19806/ba830fdb097a47af9f74ef81c7d1d715
中天新闻台,P2p://135.148.104.228:19806/645a505500087efb629eacb405a54a42
民视新闻台,P2p://135.148.104.228:19806/64577cff0001eb7c5795230f6bb8749b
三立新闻台,P2p://135.148.104.228:19806/645500960008581e4ddf1fbf03fc57a9
TVBS新闻台,P2p://135.148.104.228:19806/beaa6cbcf1034703a97d3295f8c0ae60
TVBS,P2p://135.148.104.228:19806/644d1a13000e2f842f02b17e6e9f6cae
东森财经新闻台,P2p://135.148.104.228:19806/644bc6970002cc0e29d4923028d9436e
非凡新闻台,P2p://135.148.104.228:19806/b0b56f5fa2894372a0573751d819e46a
卫视电影台,P2p://135.148.104.228:19806/e6614f107c924a868360f724bf10f9d8
东森电影台,P2p://135.148.104.228:19806/c4890d819ae5497db49b4f13a019e128
纬来电影台,P2p://135.148.104.228:19806/ae654eeece794e40b003597793cf810a
龙祥电影,P2p://135.148.104.228:19806/644b663d0002f2fe285c32b00e0f46ef
HBO,P2p://135.148.104.228:19806/dc01bf43a9fd4c0594f0a73ee31ab4a5
东森洋片台,P2p://135.148.104.228:19806/cbe8fad92b7e4497bce416a75eae4708
AXN,P2p://135.148.104.228:19806/928f8533e609499cabbd6968526b392a
好莱坞电影台,P2p://135.148.104.228:19806/86c7f4066b9c49f3808094bd356b8b33
CINEMAX,P2p://135.148.104.228:19806/1d1c586a05ef4c13b029464c6d4644a1
纬来育乐台,P2p://135.148.104.228:19806/dd458fff62614481a7e9d65da897af75
纬来体育台,P2p://135.148.104.228:19806/801a9a12c10d4d04953332771aee0dba
ELEVEN体育1台,P2p://135.148.104.228:19806/61a3473768ec4860bf9c5cc9911f71d6
JET综合台,P2p://135.148.104.228:19806/4b790bc46760452b8dd811bf9389ff73
国兴卫视,P2p://135.148.104.228:19806/6457861a0007f0fb57b8b61d67816348
STAR World,P2p://135.148.104.228:19806/77334a5315e84cf2b964beae14b6cdbc
Z频道,P2p://135.148.104.228:19806/2a5836bb5cae422b95e2a523e488bb24
Animax,P2p://135.148.104.228:19806/09993190594140d3a87996691fdea68c
尼克儿童频道,P2p://135.148.104.228:19806/73d77b0470724ad4a8dadc3854881cda
MTV,P2p://135.148.104.228:19806/2db96125eaff4f459c2c18dccc2762fa
八大娱乐台,P2p://135.148.104.228:19806/58f45dfdc5c8449d94b4341a63fe9031
三立iNEWS,P2p://135.148.104.228:19806/485326d984014d0fb87e9ac6ae03e137
龙华偶像,P2p://135.148.104.228:19806/cbbe870376f9427790c695a7b4763ca4
tvN,P2p://135.148.104.228:19806/645fb9b800079c5f77c2572e6a78418d
DW,P2p://135.148.104.228:19806/da713062bd9d419a913b6e9b1aef8fb6
France24,P2p://135.148.104.228:19806/36154fded93f445f863db448232fffa4
非凡商业台,P2p://135.148.104.228:19806/5fd11cbd11bc4481b7e3b16808b70a5d
公视3台,P2p://135.148.104.228:19806/644b68b6000986562865dcfd18684edd
大爱2台,P2p://135.148.104.228:19806/645786e2000d8b6357bbc4c47442653f
ELTV生活英语台,P2p://135.148.104.228:19806/264eb6cb34c5497a99312ce73883a073
靖洋卡通Nice Bingo,P2p://135.148.104.228:19806/9c0a957495a044c78942d4d7adb54662
靖天卡通台,P2p://135.148.104.228:19806/31373da9de144c1fbe1f505bcaa978aa
达文西频道,P2p://135.148.104.228:19806/beaf5c1a3d7b44e1b4a99bcc20cd8ed7
Nick Jr.,P2p://135.148.104.228:19806/002b860a0a6b46c280d4eef8c2debee1
国会频道1,P2p://135.148.104.228:19806/4cfc6c926b9549c7b886205726151a3c
国会频道2,P2p://135.148.104.228:19806/3f4b0cb786764e0c942390995ed9ed44
MTV Live,P2p://135.148.104.228:19806/644b68b5000c14aa2865d9c1567d521e
Mezzo Live,P2p://135.148.104.228:19806/35c919f9094445e98749b1511bb4aaf4
CLASSICA 古典乐,P2p://135.148.104.228:19806/bfcce4097e7b43c0affa24d6ec263175
CMusic,P2p://135.148.104.228:19806/7e72c3e7a1584bc096789ccd40162bc4
爱尔达体育1台(备),P2p://135.148.104.228:19806/7ee39f66b9f448979335e4067812760f
爱尔达体育2台,P2p://135.148.104.228:19806/64604ca4000ec4a27a0042e203a811eb
TRACE Sport Stars,P2p://135.148.104.228:19806/e52cafc2a2864446ba65c2b1e787ef52
博斯高球,P2p://135.148.104.228:19806/644e9b25000c685d34e2df612a7375dc
博斯高球二台,P2p://135.148.104.228:19806/5469d36a29bd428bbd60342fe7db2471
博斯网球台,P2p://135.148.104.228:19806/644e9b26000400c834e2e116485d6736
博斯魅力网,P2p://135.148.104.228:19806/d2e51a0dea8e4698945f956bd8e13ad9
博斯无限台,P2p://135.148.104.228:19806/644e9b25000559f634e2dd8c46c81a89
博斯无限二台,P2p://135.148.104.228:19806/4e3ed72f4150435d90bf020a74ea1bc5
博斯运动,P2p://135.148.104.228:19806/644e9b24000f31b634e2dc24008c5e76
ELEVEN体育2台,P2p://135.148.104.228:19806/e3aeaea58e574957a3ce60d7e2d1081d
智林体育台,P2p://135.148.104.228:19806/e32d399935b14711ad1b193cd5841274
博斯运动二台,P2p://135.148.104.228:19806/5faa98e5bbc442e4bd72b544651dd1be
OUTDOOR,P2p://135.148.104.228:19806/6057993e3b7d40ce81c274cb04e6db5a
HBO强档巨献,P2p://135.148.104.228:19806/f33628c42a3645dba83d317e70abf28c
HBO原创巨献,P2p://135.148.104.228:19806/8987f1bb3c9740e980bce7d787cfba0d
国家地理高画质野生频道,P2p://135.148.104.228:19806/faccdb1e8d4a48c4a2eb75b6fb436c05
BBC Earth,P2p://135.148.104.228:19806/34f24f8ef6214f94a7e8d5981eb9cde2
Discovery Asia,P2p://135.148.104.228:19806/0cb2bcf330534b429a8e008ccdc8886c
Discovery科学频道,P2p://135.148.104.228:19806/862c9ba288c44277925b51c391df263b
DMAX,P2p://135.148.104.228:19806/645786e20006a4f857bbc2ff4d3a0833
EVE,P2p://135.148.104.228:19806/2adb8e78858a455a84520253425057f3
滚动力rollor,P2p://135.148.104.228:19806/136a99af59514db0994eccafd13c926f
历史频道,P2p://135.148.104.228:19806/8641f6fb752d427db9a8df1625f88d22
罪案侦缉频道,P2p://135.148.104.228:19806/ac8e4a1c6d944d28a3d281d65f6892a2
BBC Lifestyle,P2p://135.148.104.228:19806/99d72fa5a5e94df7a3d961690ee09785
LUXE TV,P2p://135.148.104.228:19806/c02d3bf53e8f4021947feb28aeb0c496
Lifetime,P2p://135.148.104.228:19806/d0da12938b6545828917832ad283dfce
KLT-靖天国际台,P2p://135.148.104.228:19806/4c1e84b189e54aee8e1606a285eb57d9
HGTV居家乐活频道,P2p://135.148.104.228:19806/d6ed657bb866458a91e28701a1b0bcf1
Love Nature,P2p://135.148.104.228:19806/0e5b3219870a4f79bec208ec1fbaad63
美食星球,P2p://135.148.104.228:19806/c8b8f19c8410441eb9e9039572c72137
亚洲美食频道,P2p://135.148.104.228:19806/5ae5dc61eb68407cb5dac94ce8dfca2e
亚洲旅游台,P2p://135.148.104.228:19806/8e7af36f23874793854226c5b64097d3
EYE TV旅游台,P2p://135.148.104.228:19806/1f972fea45904a9caa1119860d4d4b70
时尚频道,P2p://135.148.104.228:19806/e87adc01be824ef19f005a76e4fce189
