//整理测试——【公众号：放学回家看电视】
//本资源仅作为个人JDK学习测试之用，请勿作商业之用
//有同好交流学习，请关注公众号

更新提示：,#genre#
浙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225703/index.m3u8
辽宁卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8
江苏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225702/index.m3u8
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225705/index.m3u8
东方卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225659/index.m3u8
天津卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225698/index.m3u8
山东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225697/index.m3u8
湖北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225699/index.m3u8
安徽卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225691/index.m3u8
四川卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225733/index.m3u8
河北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225732/index.m3u8
贵州卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225728/index.m3u8
山西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225730/index.m3u8
青海卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225727/index.m3u8
云南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225664/index.m3u8
东南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8
陕西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8
内蒙古卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225667/index.m3u8
宁夏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225726/index.m3u8
甘肃卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8
新疆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225725/index.m3u8
广西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225731/index.m3u8
吉林卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225680/index.m3u8
龙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225690/index.m3u8
西藏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225723/index.m3u8
//整理测试——【公众号：放学回家看.电视】
超级体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225622/index.m3u8
超级体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225767/index.m3u8
超级电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225623/index.m3u8
超级电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225766/index.m3u8
超级电视剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225625/index.m3u8
超级电视剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225765/index.m3u8
超级综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225620/index.m3u8
超级综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225768/index.m3u8
哒啵赛事,http://39.135.138.58:18890/PLTV/88888888/224/3221225653/index.m3u8
哒啵赛事,http://39.135.138.58:18890/PLTV/88888888/224/3221225749/index.m3u8
哒啵赛事,http://39.135.138.58:18890/PLTV/88888888/224/3221225750/index.m3u8
精品大剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225714/index.m3u8
精品纪录,http://39.135.138.58:18890/PLTV/88888888/224/3221225710/index.m3u8
精品体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225648/index.m3u8
精品体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225709/index.m3u8
金牌综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225711/index.m3u8
古装剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225678/index.m3u8
农业致富,http://39.135.138.58:18890/PLTV/88888888/224/3221225670/index.m3u8
军旅剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225669/index.m3u8
明星大片,http://39.135.138.58:18890/PLTV/88888888/224/3221225716/index.m3u8
中国功夫,http://39.135.138.58:18890/PLTV/88888888/224/3221225660/index.m3u8
炫舞未来,http://39.135.138.58:18890/PLTV/88888888/224/3221225707/index.m3u8
东北热剧,http://39.135.138.58:18890/PLTV/88888888/224/3221226202/index.m3u8
海外剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225712/index.m3u8
明星剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225716/index.m3u8
欢乐剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221226210/index.m3u8
黑莓动画,http://39.135.138.58:18890/PLTV/88888888/224/3221225672/index.m3u8
黑莓电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225718/index.m3u8
黑莓电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225764/index.m3u8
黑莓电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225769/index.m3u8
中国教育-1,http://39.135.138.58:18890/PLTV/88888888/224/3221225661/index.m3u8
北京纪实,http://39.135.138.58:18890/PLTV/88888888/224/3221225675/index.m3u8
北京纪实,http://39.135.138.58:18890/PLTV/88888888/224/3221225676/index.m3u8
上海纪实,http://39.135.138.58:18890/PLTV/88888888/224/3221225654/index.m3u8
上海纪实,http://39.135.138.58:18890/PLTV/88888888/224/3221225655/index.m3u8
卡酷少儿,http://39.135.138.58:18890/PLTV/88888888/224/3221225677/index.m3u8
优漫卡通,http://39.135.138.58:18890/PLTV/88888888/224/3221225665/index.m3u8
炫动卡通,http://39.135.138.58:18890/PLTV/88888888/224/3221225720/index.m3u8

湖南电信,#genre#
CCTV1,http://222.240.82.92:9901/tsfile/live/0001_1.m3u8
CCTV2,http://222.240.82.92:9901/tsfile/live/0002_1.m3u8
CCTV4,http://222.240.82.92:9901/tsfile/live/0004_1.m3u8
CCTV6,http://222.240.82.92:9901/tsfile/live/0006_1.m3u8
CCTV7,http://222.240.82.92:9901/tsfile/live/0007_1.m3u8
CCTV8,http://222.240.82.92:9901/tsfile/live/0008_1.m3u8
CCTV10,http://222.240.82.92:9901/tsfile/live/0010_1.m3u8
CCTV12,http://222.240.82.92:9901/tsfile/live/0012_1.m3u8
CCTV13,http://222.240.82.92:9901/tsfile/live/0013_1.m3u8
CCTV14,http://222.240.82.92:9901/tsfile/live/0014_1.m3u8
吉林卫视,http://222.240.82.92:9901/tsfile/live/0116_1.m3u8
宁夏卫视,http://222.240.82.92:9901/tsfile/live/0112_1.m3u8
广东卫视,http://222.240.82.92:9901/tsfile/live/0113_1.m3u8
贵州卫视,http://222.240.82.92:9901/tsfile/live/0120_1.m3u8
辽宁卫视,http://222.240.82.92:9901/tsfile/live/0121_1.m3u8
山西卫视,http://222.240.82.92:9901/tsfile/live/0118_1.m3u8
四川卫视,http://222.240.82.92:9901/tsfile/live/0123_1.m3u8
河北卫视,http://222.240.82.92:9901/tsfile/live/0117_1.m3u8
东方卫视,http://222.240.82.92:9901/tsfile/live/0107_1.m3u8
湖北卫视,http://222.240.82.92:9901/tsfile/live/0132_1.m3u8
云南卫视,http://222.240.82.92:9901/tsfile/live/0119_1.m3u8
江西卫视,http://222.240.82.92:9901/tsfile/live/0138_1.m3u8
青海卫视,http://222.240.82.92:9901/tsfile/live/0140_1.m3u8
湖南卫视,http://222.240.82.92:9901/tsfile/live/0128_1.m3u8
甘肃卫视,http://222.240.82.92:9901/tsfile/live/0141_1.m3u8
北京卫视,http://222.240.82.92:9901/tsfile/live/0122_1.m3u8
重庆卫视,http://222.240.82.92:9901/tsfile/live/0142_1.m3u8
陕西卫视,http://222.240.82.92:9901/tsfile/live/0136_1.m3u8
江苏卫视,http://222.240.82.92:9901/tsfile/live/0127_1.m3u8
东南卫视,http://222.240.82.92:9901/tsfile/live/0137_1.m3u8
黑龙江卫视,http://222.240.82.92:9901/tsfile/live/0143_1.m3u8
天津卫视,http://222.240.82.92:9901/tsfile/live/0135_1.m3u8
河南卫视,http://222.240.82.92:9901/tsfile/live/0139_1.m3u8
浙江卫视,http://222.240.82.92:9901/tsfile/live/0124_1.m3u8
山东卫视,http://222.240.82.92:9901/tsfile/live/0131_1.m3u8
深圳卫视,http://222.240.82.92:9901/tsfile/live/0126_1.m3u8
湖南电影,http://222.240.82.92:9901/tsfile/live/1004_1.m3u8
湖南电视剧,http://222.240.82.92:9901/tsfile/live/1002_1.m3u8
湖南娱乐,http://222.240.82.92:9901/tsfile/live/1012_1.m3u8
湖南都市,http://222.240.82.92:9901/tsfile/live/1001_1.m3u8
金鹰卡通,http://222.240.82.92:9901/tsfile/live/1003_1.m3u8
湖南教育台,http://222.240.82.92:9901/tsfile/live/1008_1.m3u8
湖南公共,http://222.240.82.92:9901/tsfile/live/1009_1.m3u8
女性频道,http://222.240.82.92:9901/tsfile/live/1007_1.m3u8
政法频道,http://222.240.82.92:9901/tsfile/live/1006_1.m3u8
湖南经视,http://222.240.82.92:9901/tsfile/live/1000_1.m3u8
//整理测试——【 公众号：放学回家看电视】


四川移动,#genre#
东方卫视,http://112.19.214.90:8883/tsfile/live/0107_1.m3u8
贵州卫视,http://112.19.214.90:8883/tsfile/live/0120_1.m3u8
北京卫视,http://112.19.214.90:8883/tsfile/live/0122_1.m3u8
四川卫视,http://112.19.214.90:8883/tsfile/live/0123_1.m3u8
广东卫视,http://112.19.214.90:8883/tsfile/live/0125_1.m3u8
浙江卫视,http://112.19.214.90:8883/tsfile/live/0124_1.m3u8
深圳卫视,http://112.19.214.90:8883/tsfile/live/0126_1.m3u8
江苏卫视,http://112.19.214.90:8883/tsfile/live/0127_1.m3u8
湖南卫视,http://112.19.214.90:8883/tsfile/live/0128_1.m3u8
山东卫视,http://112.19.214.90:8883/tsfile/live/0131_1.m3u8
湖北卫视,http://112.19.214.90:8883/tsfile/live/0132_1.m3u8
安徽卫视,http://112.19.214.90:8883/tsfile/live/0130_1.m3u8
天津卫视,http://112.19.214.90:8883/tsfile/live/0135_1.m3u8
青海卫视,http://112.19.214.90:8883/tsfile/live/0140_1.m3u8
重庆卫视,http://112.19.214.90:8883/tsfile/live/0142_1.m3u8
海南卫视,http://112.19.214.90:8883/tsfile/live/1000_1.m3u8
新疆卫视,http://112.19.214.90:8883/tsfile/live/0110_1.m3u8
云南卫视,http://112.19.214.90:8883/tsfile/live/0119_1.m3u8
西藏卫视,http://112.19.214.90:8883/tsfile/live/0111_1.m3u8
黑龙江卫视,http://112.19.214.90:8883/tsfile/live/0143_1.m3u8
康巴卫视,http://112.19.214.90:8883/tsfile/live/1010_1.m3u8
经典再现,http://112.19.214.90:8883/tsfile/live/1009_1.m3u8
高清影院,http://112.19.214.90:8883/tsfile/live/1011_1.m3u8
军旅谍战,http://112.19.214.90:8883/tsfile/live/1015_1.m3u8

广西移动,#genre#
凤凰卫视,http://111.59.189.40:8445/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://111.59.189.40:8445/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰影视,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://111.59.189.40:8445/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://111.59.63.32:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://111.59.189.40:8445/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://111.59.63.32:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://111.59.189.40:8445/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://111.59.63.32:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4,http://111.59.189.40:8445/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4,http://111.59.63.32:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://111.59.189.40:8445/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://111.59.63.32:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://111.59.189.40:8445/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://111.59.189.40:8445/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://111.59.63.32:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://111.59.189.40:8445/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://111.59.63.32:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://111.59.189.40:8445/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://111.59.63.32:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://111.59.189.40:8445/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://111.59.63.32:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://111.59.189.40:8445/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://111.59.63.32:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://111.59.189.40:8445/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://111.59.63.32:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://111.59.189.40:8445/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://111.59.63.32:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://111.59.189.40:8445/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://111.59.63.32:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://111.59.63.32:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://111.59.63.32:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://111.59.63.32:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://111.59.189.40:8445/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://111.59.63.32:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://111.59.63.32:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://111.59.189.40:8445/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://111.59.189.40:8445/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://111.59.63.32:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://111.59.189.40:8445/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://111.59.63.32:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://111.59.189.40:8445/tsfile/live/0113_2.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://111.59.189.40:8445/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://111.59.63.32:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://111.59.189.40:8445/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://111.59.189.40:8445/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://111.59.63.32:9901/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://111.59.189.40:8445/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://111.59.63.32:9901/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://111.59.189.40:8445/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://111.59.63.32:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://111.59.189.40:8445/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://111.59.63.32:9901/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://111.59.189.40:8445/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://111.59.63.32:9901/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://111.59.189.40:8445/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://111.59.63.32:9901/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://111.59.189.40:8445/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷卡通,http://111.59.189.40:8445/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://111.59.189.40:8445/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://111.59.63.32:9901/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://111.59.63.32:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://111.59.63.32:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://111.59.189.40:8445/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://111.59.63.32:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://111.59.189.40:8445/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://111.59.63.32:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://111.59.189.40:8445/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://111.59.189.40:8445/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://111.59.63.32:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://111.59.189.40:8445/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://111.59.63.32:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://111.59.189.40:8445/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://111.59.63.32:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://111.59.189.40:8445/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://111.59.63.32:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://111.59.63.32:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://111.59.189.40:8445/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://111.59.63.32:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
中国教育,http://111.59.63.32:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://111.59.189.40:8445/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://111.59.63.32:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
网络棋牌,http://111.59.189.40:8445/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
广西综艺,http://111.59.189.40:8445/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
广西影视,http://111.59.189.40:8445/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
广西新闻,http://111.59.189.40:8445/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
北海经济科教,http://111.59.189.40:8445/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
广西都市,http://111.59.189.40:8445/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
自办节目,http://111.59.63.32:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
广西公共大新,http://111.59.63.32:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
崇左综合频道,http://111.59.63.32:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://111.59.63.32:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
广西综艺,http://111.59.63.32:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
广西都市,http://111.59.63.32:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
广西影视,http://111.59.63.32:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
广西新闻,http://111.59.63.32:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0

数字,#genre#

电视指南,http://222.161.15.188:85//tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
央视文化精品,http://222.161.15.188:85//tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
地理世界,http://222.161.15.188:85//tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
兵器科技,http://222.161.15.188:85//tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
女性时尚,http://222.161.15.188:85//tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
风云音乐,http://222.161.15.188:85//tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://222.161.15.188:85//tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
风云剧场,http://222.161.15.188:85//tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
央视台球,http://222.161.15.188:85//tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
卫生健康,http://222.161.15.188:85//tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
高尔夫,http://222.161.15.188:85//tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
第一剧场,http://223.83.88.142:85//tsfile/live/0001_47.m3u8?key=txiptv&playlive=1&authid=0
风云剧场,http://223.83.88.142:85//tsfile/live/0001_48.m3u8?key=txiptv&playlive=1&authid=0
怀旧剧场HD,http://223.83.88.142:85//tsfile/live/0001_49.m3u8?key=txiptv&playlive=1&authid=0
高尔夫·网球,http://223.83.88.142:85//tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
央视台球,http://223.83.88.142:85//tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://223.83.88.142:85//tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
兵器科技,http://223.83.88.142:85//tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
怀旧剧场,http://222.161.15.188:85//tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
CNC英文,http://39.135.138.59:18890/PLTV/88888910/224/3221225693/index.m3u8
CNC中文,http://39.135.138.59:18890/PLTV/88888910/224/3221225694/index.m3u8
CNC英文,http://39.134.115.163:8080/PLTV/88888910/224/3221225693/index.m3u8
CNC中文,http://39.134.115.163:8080/PLTV/88888910/224/3221225694/index.m3u8
CGTN法语,https://livefr.cgtn.com/1000f/prog_index.m3u8?zshijd
CGTN俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8?zshijd
CGTN西语,https://livees.cgtn.com/1000e/prog_index.m3u8?zshijd
CGTN纪录,https://news.cgtn.com/resource/live/document/cgtn-doc.m3u8?zshijd
CGTN法语,https://news.cgtn.com/resource/live/french/cgtn-f.m3u8?zshijd
CGTN西语,https://news.cgtn.com/resource/live/espanol/cgtn-e.m3u8?zshijd
CGTN Arabic,http://livear.cgtn.com/1000a/prog_index.m3u8
CGTN Español,http://livees.cgtn.com/500e/prog_index.m3u8
CGTN France,http://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN Documentary,https://livedoc.cgtn.com/500d/prog_index.m3u8?zshijd
CGTN Русский,http://liveru.cgtn.com/1000r/prog_index.m3u8?zshijd
CGTN阿拉伯语,http://livear.cgtn.com/1000a/prog_index.m3u8?zshijd
CGTN拉丁美洲,http://livees.cgtn.com/1000e/prog_index.m3u8?zshijd
CGTN美国,http://live.cgtn.com/1000/prog_index.m3u8?zshijd


🎬杂,#genre#

NaturalTV,http://137.74.205.201/medmuzik/MedStream/playlist.m3u8
JINTV,http://142.44.214.231:1935/saheltv/myStream/playlist.m3u8
CCXnews,http://156.142.85.152/live/WIFI-2096k-1080p/WIFI-2096k-1080p.m3u8
MariahCarey-GTFO,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg0tL77QUoxsHs9gE.mp4
SelenaGomez,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg45qY9wUonJT41gc.mp4
MichaelJackson,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg89L77QUogoiRlwY.mp4
Mashup-Germany-TopofthePo,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAghLq04wUo9ZfwvgY.mp4
BeckyG-Mayores,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAghrTW4gUojKzXlwI.mp4
sandran.-ballerina,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgl5_k4wUom-bC1wc.mp4
Dia-AmericanS,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgldP77QUoyIuoNw.mp4
MARINA-OrangeTrees,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg-NL77QUomoC-1Ac.mp4
Miranda,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgq8DQ_QUozLf12AM.mp4
SharonDoorson-HowYouLikeI,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg-qCk4wUo2I3d5QU.mp4
BeckyG_NattiNatasha-SinPi,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgtrTW4gUous_5gQM.mp4
MaggieLindemann-WouldI,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgyNL77QUoqpOU7AM.mp4
MaddiePoppe-GoingGoingGon,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgytL77QUonufRmwQ.mp4
Mama!,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgz_i74wUoqqig5gI.mp4
Prime AsiaTV,http://158.69.124.9:1935/sardaritv/sardaritv/playlist.m3u8
FASTWAT NEWS,http://163.47.214.155:1935/fwnews/live/playlist.m3u8
FRESH NEWS,http://167.99.65.12:1935/live/ngrp:myStream_all/chunklist.m3u8
MTN,http://183.110.27.87/mtnlive/_definst_/720/chunklist.m3u8
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
30A Darcizzle Offshore (720p),https://30a-tv.com/darcizzle.m3u8
Love Nature 4K,https://d18dyiwu97wm6q.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/LoveNature4K2-prod/playlist.m3u8
Terra Viva,http://evpp.mm.uol.com.br:1935/band_live/terraviva/playlist.m3u8
Конный Мир,http://cdn-01.bonus-tv.ru/konnyimir/playlist.m3u8
3 Tamil TV,https://6n3yogbnd9ok-hls-live.5centscdn.com/threetamil/d0dbe915091d400bd8ee7f27f0791303.sdp/index.m3u8
